Size,Bedrooms,Age,Location,Price
380.4193306146055,8,6,B,695175.6257949701
377.48531001721244,12,7,D,701692.2503451772
221.5131185731551,8,15,A,629210.3110151174
133.1070559151534,10,6,D,238922.16867920622
182.30702337761406,10,4,B,301281.81153074343
306.21536531758005,12,9,C,642348.5140154852
273.36927108596933,11,5,B,476299.582932917
272.7359498654014,6,7,A,546156.2000369134
212.78390875996638,10,12,B,520473.10847150977
432.2158433559238,9,11,A,1042551.279167622
305.69726212756643,4,3,D,448210.3755249025
339.3646901563376,5,7,C,639190.699972664
387.25479528327105,8,2,B,554572.6485349995
280.7432019371663,5,4,A,474877.06578057975
245.19668689332016,7,5,A,441840.2600196245
245.1368622090656,4,6,A,464622.4513202986
254.79541593119865,7,15,C,680359.8980583645
416.6826609847805,4,15,C,1104442.2249998206
310.2287334515187,5,14,B,810412.3358586768
190.70777085513987,10,14,B,505675.7804365854
301.10292391310384,9,2,C,424355.2700870405
426.47885811045404,12,3,B,654881.3516857227
390.1481119641673,11,5,C,663148.828099801
161.98120769113936,7,1,C,213707.6451677166
317.93847685619295,6,7,C,599860.8286747932
202.4532624449419,5,10,C,441799.04688107455
322.9070811682117,9,5,A,581710.9301443513
183.52256326218335,12,4,C,298619.7402072984
123.80064686079145,4,14,C,319188.8456138535
206.69185880271,9,12,D,485060.06686589436
480.97924666902975,11,3,C,722517.1190435162
258.89303853279665,11,4,C,417346.5730359499
295.8993195912642,8,1,D,380049.4078264729
151.04883359043106,5,3,D,223303.4510949102
147.28703835793743,10,5,C,254442.2244413349
223.68719651521823,7,14,D,564950.6233760209
286.3962334747223,5,2,D,393532.2858568771
359.36966333330645,10,5,A,647385.496463952
259.3915955700163,8,4,D,407833.1616352477
211.00841838770813,7,11,B,492267.2917203229
484.7105727637723,12,6,B,887120.4967730289
220.5806357411007,4,9,D,449544.0635262392
268.7470931045852,8,11,B,626089.710884823
418.39058258605405,12,7,D,776735.4271890713
361.62444264445287,5,3,B,552021.1140680448
307.3410318927055,12,2,C,434778.716394646
270.29943950720116,4,5,A,484317.24187442387
446.49846531924163,11,13,A,1170503.1376875937
298.635482893068,7,11,D,666695.6164186262
146.19663737007141,5,12,D,341779.4012725197
396.2364699841299,4,3,B,603921.464683113
175.60892104231561,9,3,A,282899.23898162355
165.1281696607783,11,15,A,474920.66997872206
210.3614342670593,11,10,C,464280.6980168481
136.8302181044743,8,11,B,322533.1514845679
134.5277131825134,11,1,C,180287.91628453738
415.14265611065997,8,2,A,617469.691944401
143.57578880511792,6,13,B,364745.4016148273
125.54776812006595,6,8,C,251998.00766028982
189.88422572769383,5,12,D,442477.5449333051
172.18937168868308,10,4,B,284934.9240499715
298.86523930272756,8,10,A,691913.8519075251
364.41993379139626,9,8,C,724558.429701468
249.45594875582754,4,7,A,498307.62823516375
325.5751685745928,11,13,B,824392.5729240152
165.4990667692889,8,2,B,239714.99496170715
426.5906506794644,6,15,C,1132799.317793786
294.24999695261477,5,10,A,678484.7930227068
447.7306514000469,5,13,B,1123167.527319861
167.5084449213773,5,3,C,252352.56604300943
182.37017372036598,5,4,A,309704.8164834433
125.20812889521306,10,8,A,269886.1735257261
376.99872697319495,10,10,A,872716.2852778273
275.50645884138856,12,4,D,435435.7861886643
247.5621505916743,6,12,B,599909.1017554504
419.47280686793266,8,8,B,848724.1335944133
203.5482782515559,10,4,A,348761.70111549244
379.05691909344085,10,4,D,594885.6366471301
353.6579852099927,8,13,D,856436.4528381808
184.78766373132302,8,3,B,285522.52450485283
196.1198806150384,7,14,C,506348.9762846577
309.75745152214324,7,7,D,573619.4302644632
317.8470253631656,11,9,D,652186.3351425823
343.3298665737248,4,5,B,591186.0593607349
347.45866271235604,10,9,A,769299.9606286011
315.9276190624465,12,1,C,415922.1943049307
231.55516096572606,12,11,B,544341.8120014515
311.64612295930664,4,1,C,406053.3753552614
269.6389056336528,12,1,D,348813.3812671898
247.98395113328104,12,1,C,327867.2006687322
127.80068701664526,8,5,B,224711.25727172333
449.2773068034061,6,9,C,932468.3612422302
290.47194672649607,4,10,B,643639.7930278161
184.8484404517297,12,14,C,482974.43250920036
262.20393775259674,9,15,A,744245.4994068667
130.28707348098956,5,5,B,226829.9291170237
316.33119344307204,6,15,D,824880.063675916
395.42390316851487,5,3,B,603320.5832730451
293.7914429899246,9,5,B,509867.0167075348
183.46108881686422,12,12,A,469856.10975110054
467.3521613276295,10,2,B,669481.2927394214
131.2888829292957,11,10,B,299353.6668698243
476.4170148068234,12,6,C,854996.6182969183
131.66950487587178,6,14,D,334500.6759961335
459.8528720120456,12,8,D,896533.8430773118
364.0352344566732,7,5,D,604149.6100094666
317.19209630214294,6,15,D,827107.3915529043
167.89844163085544,7,1,B,225803.90796066044
235.1423544601043,12,10,B,529081.6353465018
326.3132667314767,10,12,D,761743.0272853845
383.6667264622431,10,2,C,539864.0832354424
297.40612914434405,7,13,A,779301.6163940756
391.35115256667495,5,1,C,509891.09372641076
370.3451075811231,6,3,D,543697.649679097
299.7598842055588,8,6,B,549059.425436054
168.14782143234436,10,7,B,329024.1761557756
197.06825318842425,8,8,B,402278.12872031535
371.69558689121857,10,2,C,523200.25695257616
153.0471188734101,10,13,A,407950.9078222345
448.9112511613397,6,8,B,906144.8891312269
467.29845458547544,10,3,B,715570.9024316513
349.4086197876901,12,7,C,663452.936242556
331.38472492763447,8,1,C,433794.60350621433
306.65603995259414,4,9,C,636378.0664621543
473.7206511504101,9,13,D,1145471.19093588
452.47104928760155,10,1,C,591802.4798767316
408.65401114004516,6,9,D,831649.4414131921
294.0721986941944,5,4,B,478492.56998623605
475.7049612787127,4,9,D,965589.1392776778
277.120980233288,11,6,B,510312.9981122059
279.7436469870514,12,5,B,487936.7134770113
360.15990063073093,9,15,B,979936.5804184324
312.21224401983363,9,9,B,665188.9930900754
475.40674512374517,10,1,B,633957.6845139813
457.35552954619294,9,15,C,1217318.5980019495
267.1278646316839,11,4,B,438998.3483281191
213.9351609106064,5,3,A,340721.65060108126
499.6939558088358,11,14,B,1308539.052049232
230.41574728577325,10,3,B,356039.8046004552
432.941911250259,4,11,B,1000086.490816196
475.8523004102849,11,15,B,1293717.074544815
416.344159524644,7,14,C,1066599.5418306943
346.2093790211166,9,6,A,658819.5285699933
333.0713277839071,11,3,B,512478.7384573029
483.9971546996108,5,10,B,1070932.5312341827
247.89750679930233,5,3,C,371971.4901173619
159.30248583638112,6,9,A,353997.95061226806
390.0640813055663,5,4,B,633584.7348837773
138.56683425130242,11,8,B,287353.9204026945
401.77835220006506,11,4,D,630803.371687205
256.57542396212625,5,2,A,381656.16956459655
417.07528312934534,9,2,D,574073.0182337277
312.6270701549527,6,9,C,650422.2727998224
127.31641491301032,8,2,B,185501.73855008857
347.1029322698223,5,1,B,461596.3082261235
294.9442490725005,8,10,B,657165.1695565331
360.9039580921746,11,4,C,578931.8696180047
330.5445954659559,12,3,C,499290.35805334244
244.44020450352878,7,5,C,415559.5435659283
368.2642515228687,4,15,B,996149.9765007808
412.02397833489084,11,13,C,1019854.6989638128
233.78867322991366,6,13,C,578434.6720668286
482.6319023784441,10,3,B,738843.3961539074
350.37942970016695,6,9,C,728343.1429011446
295.5435316679083,8,2,D,407715.8641600938
327.21593288539646,10,9,C,683973.6854754583
197.03219439574931,12,4,B,326419.3758413243
128.48512913687645,4,14,A,350972.53863566654
226.29488919130102,7,6,D,398938.1287396757
207.1226058554442,8,6,C,373769.7479992689
297.5939697421328,11,15,D,781793.1185168461
165.883169311273,12,5,C,287083.72444293863
132.35006426576768,5,11,D,297216.11008390045
190.45316228532303,4,1,C,248987.29832177865
455.50593721690456,10,8,A,958913.8255094403
190.93010077371704,7,9,B,408101.722556891
410.3967716243576,10,5,D,682537.2448023423
381.12602806647493,4,5,D,630229.8926086442
320.1485568539469,4,9,D,650942.0889196154
395.7556928223451,12,1,B,529766.9654557145
432.1703024007314,11,14,A,1177767.3242659082
422.1871902142527,6,7,B,810914.7084827027
478.6115504827798,5,7,D,881863.6060536887
422.2407033569969,12,7,B,815790.4886179842
311.5985585054955,11,10,B,696611.9440993076
373.788262936096,12,8,B,760364.4074874017
153.5615664054651,10,11,A,377184.98743937304
159.99521636612204,11,15,D,425797.62378243095
482.48885105927775,5,6,C,860600.1994812773
487.848431444302,5,4,D,760530.8770996189
322.6457794817871,9,11,B,751075.8560811299
476.0064972705211,4,6,B,865314.4899354943
170.242295784273,6,5,D,284402.91577922704
373.3433131393667,11,7,B,721628.2558408325
122.43787020112549,4,11,B,285579.4318772139
382.56992788895155,4,5,D,632607.1292763697
312.0108994019356,10,11,D,699030.6572697513
362.3355897829525,7,4,D,566988.382731873
163.1975201361241,9,15,C,440741.45315936767
374.7890567540767,10,15,B,1020451.9720273778
279.4011216659699,6,9,D,570207.0368161907
146.7389836727511,12,6,A,285657.7411029743
439.07298857582504,9,3,B,672099.0191408441
299.6890891281195,11,6,B,551195.578737371
335.2204985069661,5,10,B,743147.8023105478
412.8418659689205,12,1,C,541523.0582957211
133.48662247589465,4,11,D,298807.7038995059
316.27412001571616,8,7,A,634203.461829586
137.34054042945792,8,15,D,363951.44619909354
295.29634849335054,6,8,D,574341.9495582157
385.8741732177878,11,12,B,936723.1765164017
247.4041730531381,9,6,A,472812.8000229156
350.6569576224954,4,3,A,555713.0061188096
411.66791037416573,5,10,A,947324.8475926899
210.89336690110196,4,4,D,329961.19130791863
495.4737905822582,8,14,A,1345103.2426357407
380.7653672662619,4,9,C,789339.7180375645
499.2801992937353,12,2,B,715997.1981652171
233.2058057930813,6,1,B,311584.2187939901
140.22207743679218,4,3,C,211130.45122594674
428.6138115300634,8,6,D,751795.3666918447
476.550120008848,6,12,B,1149260.399906027
325.43531710625007,8,2,B,466798.88064013806
195.99849515461005,7,15,A,556644.1888406608
121.06990682904082,12,10,B,277757.2187257428
354.3750166012032,8,8,B,718049.4333245914
191.92330862451945,6,1,B,257012.0601369248
361.572260580029,4,15,C,958950.7679312767
161.88975469591463,5,10,C,354181.8701431756
313.286326595721,9,12,A,790409.606562324
290.17254738341114,4,4,C,462273.3150553233
461.342723652996,12,13,A,1210103.4067526865
338.9970314962919,10,10,C,741233.5880319906
233.03408283051087,5,8,C,462711.07501044543
143.79699828437234,9,5,B,252836.53626010043
309.65694033859614,11,7,D,576492.636467575
182.52528045478527,5,7,A,366322.56451203953
295.4105127982664,6,9,D,602589.5524473093
352.9343293030248,9,6,C,633471.3688421721
493.16502460827,5,11,A,1184317.1132472327
293.71019613061003,4,8,A,616179.7659441431
167.4560475011499,6,4,D,263826.171656985
264.21123109724033,8,4,A,449218.02546151046
188.7803259469915,11,13,C,473354.23791823525
413.997053641047,12,10,C,905033.6358646615
252.17476910673713,4,3,D,370161.73530220834
129.20805329435856,5,11,A,313964.97032599733
232.4541523789344,8,7,D,432566.28978829784
414.2495203078527,6,10,C,900178.9638649619
250.86657744166544,12,8,B,513616.33289330156
120.2583362200534,8,9,A,270398.79831568163
371.71503084084947,11,1,D,477929.0263703461
476.0903505895194,10,13,D,1152155.7946782806
337.4551381287797,10,10,C,737903.0983581642
165.41691612965155,7,1,D,213797.11683794786
281.72606762577817,11,2,B,406513.53985778487
471.34756327979886,12,8,B,956201.0446253372
342.77771620855594,7,9,A,756323.998629727
446.1940766592816,4,1,C,580427.523350429
128.52208504089913,11,4,B,215055.7623588799
422.03159694765526,12,6,A,803912.603149778
403.558622210028,10,3,B,618829.1344454921
424.8699713953509,12,10,B,947089.520978237
432.5515837408069,12,9,D,885044.3394642049
383.77410129719664,6,2,C,537693.5490056977
362.41808231597145,8,7,A,725767.8491012285
335.76549824553786,11,14,B,883164.3760873814
348.2617561332505,7,6,A,661114.4516262121
128.84779166633325,7,4,D,204540.60395948245
420.3372236950526,12,15,A,1190263.6867882356
209.7035158446047,9,13,B,532984.8909233442
460.20235406023494,8,12,C,1090235.9367496725
360.99785794109926,6,15,A,1017212.4056623724
147.696924040259,6,2,D,204892.6358987597
277.00542480789096,4,8,A,581332.2765832453
444.9120690186668,5,15,C,1180067.8622092805
416.5386942205883,4,6,D,727878.0665170496
141.06915285316455,4,9,B,300498.86611871026
164.73837432936534,5,3,B,253195.31502213754
239.18191895473268,8,11,D,536172.1209786393
286.63385284167236,9,14,D,723961.7911966302
472.38425638121225,11,10,C,1030249.9937834184
276.28889214110734,8,12,B,670824.9038022022
214.2186909899352,8,13,A,564521.3968759631
457.0821305200189,10,14,D,1149948.6012420696
162.00270484858206,5,2,A,242112.23105817975
224.36905781760868,5,2,A,334135.032191038
385.1397139386024,12,12,A,972665.1236146084
192.71864415872977,8,1,D,249001.69557311953
253.8136296376179,4,11,D,564836.2774932167
357.60060407964977,4,2,A,530106.0433316048
237.76217655160963,9,5,D,397625.6474745701
331.59931048513863,8,8,C,659147.443034753
277.1172681823594,11,6,C,500300.2682918703
462.2237475873084,10,3,C,693988.936409915
151.82581418733207,5,10,B,339092.63381753006
452.7555457878462,12,7,D,839780.0140805511
373.17136593082444,7,1,B,497158.2920512755
233.0076669129166,10,10,D,502050.6293212619
277.10272549170327,12,4,D,437913.70283528086
464.7571334082395,9,9,B,986338.6978216984
206.4552110160766,8,11,B,482748.6151733142
322.8604495520441,5,15,A,909322.6820264403
139.69233193517877,5,6,C,251793.5815168775
128.07862395586375,9,10,B,290444.82429955906
143.28013106151997,5,8,A,303239.8158048156
380.05076612625356,6,11,D,845773.8378132114
302.7635708098066,4,2,C,423766.8905672508
397.16580321056466,9,14,C,1019929.8033676766
194.57667782200403,12,15,D,516344.7808610889
268.8974160141131,12,15,B,737550.9618428039
185.01460011829596,7,2,D,256368.31689737458
318.03298561660034,6,6,B,580651.9141041839
469.01001098639665,9,2,A,697566.8514106479
296.7749359240049,7,9,A,655677.275811975
305.3996357931744,8,4,D,479252.36263446056
452.34557759428833,12,1,C,592719.8685621977
410.5998522069064,10,9,A,907442.7806523582
150.84532004595386,8,7,B,294394.88790854614
356.8913054302706,4,11,C,808906.7850506905
487.382431114536,8,5,D,807914.434586972
294.6395519907346,7,11,A,711564.0390485631
303.4897451537911,12,10,A,706318.1205041202
172.56668532752892,11,9,D,358324.8857456993
446.1044731662967,4,6,C,795241.5443433429
135.05457437743408,9,13,D,332997.7261144395
411.85183223817916,9,11,A,993853.5975410921
271.75285785987745,10,9,D,558107.9406503313
325.3753741382748,10,8,D,635567.9615780425
123.59033502784686,8,4,C,201047.09068410943
445.36247727841544,7,4,A,752678.6138495507
453.41083885055133,9,11,D,1010727.7553979069
432.0891024126482,12,14,C,1111954.6765377768
250.10645272612916,9,9,B,534438.9127952652
345.4485933839516,6,3,A,548812.3573726392
468.68958652829593,10,3,D,689537.9026590222
228.34901967917386,4,2,C,320181.83539341
432.3780662939347,4,8,D,837116.0337771343
133.67679293355633,8,8,A,285814.08420283324
175.3133296793876,4,12,C,416256.9514059196
472.66111655995036,8,4,C,753975.2086309614
419.9882339717197,11,10,A,972099.0605016495
178.30241187899819,5,2,A,266162.7747756994
302.8801402759957,10,11,C,692697.5964626463
323.43481229488515,10,8,C,644719.7105963341
322.95203809769134,10,14,D,815546.1852221163
256.23262205881406,9,5,C,436770.8050588076
388.4452004772451,10,11,D,868017.7248311316
123.15223178773338,9,8,B,254738.4640014245
296.24897634216285,12,12,B,722708.3442039023
166.77217402605783,4,7,C,315317.50977678027
455.1082543565379,12,3,A,725719.54743148
262.8585437269285,12,8,A,558774.350897871
156.26714668992236,9,12,A,398941.9487555792
396.06202775389886,12,6,A,755023.33096838
450.24332872613707,12,4,D,706683.3240481571
476.87219174693627,6,7,A,951227.8275272808
276.6298912934142,11,9,D,568815.6137170147
336.0924553083054,6,14,D,844151.6221782423
291.78353065133524,6,1,C,381391.45572413044
156.38950806963652,10,5,D,264339.6860858496
239.80138624562954,6,5,C,407066.3288926576
473.4424300303349,6,13,C,1165107.06871426
290.48620100220614,8,15,A,822224.5848845738
193.88714569246451,11,1,B,262362.09563378274
391.2080675076592,4,3,D,572905.652362369
250.7074116623957,6,7,C,474004.2746320048
389.6826240521133,9,4,A,660589.1130884604
127.66723833436605,12,12,D,305792.67767118034
191.8619946021582,9,9,D,395668.29372167744
161.15267479581834,4,14,D,405928.1565869506
364.8617256885323,10,1,B,487826.01242218463
207.19859657481186,11,8,C,416786.8380592298
257.0380700605241,12,15,A,733287.3352573707
419.4273516606505,5,14,C,1072323.182624695
